Bin Edges,dd
0.0,0.7419354838709677
0.1,0.7419354838709677
0.2,0.7419354838709677
0.30000000000000004,0.7419354838709677
0.4,0.7419354838709677
0.5,0.8064516129032256
0.6000000000000001,0.8064516129032256
0.7000000000000001,0.8064516129032256
0.8,0.8145161290322579
0.9,0.8145161290322579
1.0,0.8145161290322579
1.1,0.8951612903225805
1.2000000000000002,0.8951612903225805
1.3,0.8951612903225805
1.4000000000000001,0.8951612903225805
1.5,0.8951612903225805
1.6,0.9032258064516127
1.7000000000000002,0.9032258064516127
1.8,0.9354838709677417
1.9000000000000001,0.9354838709677417
2.0,0.9354838709677417
2.1,0.9435483870967739
2.2,0.9435483870967739
2.3000000000000003,0.9677419354838707
2.4000000000000004,0.9677419354838707
2.5,0.9677419354838707
2.6,0.9677419354838707
2.7,0.9677419354838707
2.8000000000000003,0.9677419354838707
2.9000000000000004,0.9677419354838707
3.0,0.9838709677419353
3.1,0.9838709677419353
3.2,0.9838709677419353
3.3000000000000003,0.9838709677419353
3.4000000000000004,0.9838709677419353
3.5,0.9838709677419353
3.6,0.9838709677419353
3.7,0.9838709677419353
3.8000000000000003,0.9838709677419353
3.9000000000000004,0.9838709677419353
4.0,0.9838709677419353
4.1000000000000005,0.9838709677419353
4.2,0.9999999999999999
4.3,0.9999999999999999
4.4,0.9999999999999999
4.5,0.9999999999999999
4.6000000000000005,0.9999999999999999
4.7,0.9999999999999999
4.800000000000001,0.9999999999999999
4.9,0.9999999999999999
